Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
ATP2B4		1q32.1	AMP	47	1144	4.1%	No
FUNDC1		Xp11.3	HOMDEL	10	1144	0.9%	No
OMD		9q22.31	AMP	2	1144	0.2%	Yes
FOXP1		3p13	HOMDEL	24	1144	2.1%	Yes
HYPK		15q15.3	HOMDEL	14	1144	1.2%	No
GNRHR2		1q21.1	HOMDEL	1	1144	<0.1%	No
KCNJ2		17q24.3	AMP	22	1144	1.9%	No
RAB22A		20q13.32	HOMDEL	1	1144	<0.1%	No
CYP3A7		7q22.1	HOMDEL	1	1144	<0.1%	No
AGAP11		10q23.2	HOMDEL	7	1144	0.6%	No
KCTD20		6p21.31	AMP	14	1144	1.2%	No
HAGH		16p13.3	HOMDEL	1	1144	<0.1%	No
RSU1		10p13	AMP	3	1144	0.3%	No
DCAF8L2		Xp21.3	HOMDEL	15	1144	1.3%	No
TGOLN2		2p11.2	AMP	8	1144	0.7%	No
SNORD114-31		14q32.31	AMP	13	1144	1.1%	No
ADNP2		18q23	AMP	4	1144	0.3%	No
SPSB2		12p13.31	HOMDEL	6	1144	0.5%	No
BHLHE40		3p26.1	HOMDEL	6	1144	0.5%	No
FRY		13q13.1	HOMDEL	4	1144	0.3%	No
ZNF414		19p13.2	AMP	4	1144	0.3%	No
ODF2		9q34.11	AMP	3	1144	0.3%	No
ISOC1		5q23.3	HOMDEL	9	1144	0.8%	No
TSSK6		19p13.11	HOMDEL	1	1144	<0.1%	No
RRP12		10q24.1	HOMDEL	4	1144	0.3%	No
CHRDL2		11q13.4	HOMDEL	2	1144	0.2%	No
LRRC37A6P		10p12.1	AMP	9	1144	0.8%	No
KCNJ1		11q24.3	AMP	6	1144	0.5%	No
VWF		12p13.31	AMP	20	1144	1.7%	No
SNORD114-30		14q32.31	AMP	13	1144	1.1%	No
RTN1		14q23.1	AMP	3	1144	0.3%	No
HERC6		4q22.1	HOMDEL	2	1144	0.2%	No
LINC01761		1p21.3	AMP	5	1144	0.4%	No
CBFB		16q22.1	HOMDEL	2	1144	0.2%	Yes
USB1		16q21	AMP	3	1144	0.3%	No
PDCD5		19q13.11	HOMDEL	1	1144	<0.1%	No
HGC6.3		6q27	HOMDEL	7	1144	0.6%	No
SERPINE1		7q22.1	AMP	32	1144	2.8%	No
MCRIP2		16p13.3	AMP	6	1144	0.5%	No
MMAA		4q31.21	HOMDEL	6	1144	0.5%	No
ATP4A		19q13.12	AMP	61	1144	5.3%	No
ODF1		8q22.3	AMP	47	1144	4.1%	No
CLTRN		Xp22.2	HOMDEL	12	1144	1.0%	No
PCDHGA12		5q31.3	AMP	2	1144	0.2%	No
PAIP2		5q31.2	AMP	3	1144	0.3%	No
GPHN		14q23.3	HOMDEL	1	1144	<0.1%	Yes
PCDHA8		5q31.3	AMP	2	1144	0.2%	No
SNX8		7p22.3	AMP	30	1144	2.6%	No
CLCF1		11q13.2	AMP	17	1144	1.5%	No
NOL11		17q24.2	AMP	23	1144	2.0%	No
PRR36		19p13.2	AMP	3	1144	0.3%	No
CRELD2		22q13.33	AMP	5	1144	0.4%	No
GAGE12G		Xp11.23	AMP	9	1144	0.8%	No
ALDOC		17q11.2	AMP	18	1144	1.6%	No
RPS24		10q22.3	HOMDEL	2	1144	0.2%	No
ALG1L2		3q22.1	AMP	34	1144	3.0%	No
ATP4B		13q34	AMP	14	1144	1.2%	No
LINC00967		8q13.1	HOMDEL	2	1144	0.2%	No
C22ORF31		22q12.1	HOMDEL	2	1144	0.2%	No
IGSF22		11p15.1	AMP	5	1144	0.4%	No
SYTL2		11q14.1	AMP	17	1144	1.5%	No
ALX3		1p13.3	HOMDEL	11	1144	1.0%	No
CNRIP1		2p14	AMP	14	1144	1.2%	No
ZNF281		1q32.1	AMP	35	1144	3.1%	No
HEY2		6q22.31	HOMDEL	4	1144	0.3%	No
RNASE10		14q11.2	AMP	23	1144	2.0%	No
ALKBH3-AS1		11p11.2	HOMDEL	3	1144	0.3%	No
DPF3		14q24.2	HOMDEL	2	1144	0.2%	No
PTCD1		7q22.1	AMP	34	1144	3.0%	No
PCDHA7		5q31.3	AMP	2	1144	0.2%	No
ATP5F1A		18q21.1	AMP	11	1144	1.0%	No
CCL3L1		17q12 alternate reference locus	HOMDEL	3	1144	0.3%	No
EHBP1L1		11q13.1	AMP	1	1144	<0.1%	No
SNX10		7p15.2	AMP	23	1144	2.0%	No
RAB36		22q11.23	AMP	18	1144	1.6%	No
ZNF343		20p13	AMP	12	1144	1.0%	No
NSG2		5q35.2	HOMDEL	10	1144	0.9%	No
OR2T29		1q44	AMP	49	1144	4.3%	No
GAGE12D		Xp11.23	AMP	9	1144	0.8%	No
PCOLCE-AS1		7q22.1	HOMDEL	1	1144	<0.1%	No
AKR1B1		7q33	AMP	8	1144	0.7%	No
CNTNAP1		17q21.2	HOMDEL	2	1144	0.2%	No
TENT5D		Xq21.1	AMP	5	1144	0.4%	No
ITIH1		3p21.1	HOMDEL	6	1144	0.5%	No
MFSD6		2q32.2	AMP	12	1144	1.0%	No
AK5		1p31.1	AMP	7	1144	0.6%	No
OLIG1		21q22.11	HOMDEL	1	1144	<0.1%	No
PCDHA6		5q31.3	AMP	2	1144	0.2%	No
PCDHA8		5q31.3	HOMDEL	5	1144	0.4%	No
ZNF525		19q13.42	AMP	7	1144	0.6%	No
PCDHGA12		5q31.3	HOMDEL	6	1144	0.5%	No
TMEM69		1p34.1	AMP	10	1144	0.9%	No
MFSD1		3q25.32	HOMDEL	1	1144	<0.1%	No
STRN4		19q13.32	AMP	5	1144	0.4%	No
FBXL15		10q24.32	AMP	2	1144	0.2%	No
OGFRP1		22q13.2	HOMDEL	3	1144	0.3%	No
ZNF431		19p12	AMP	8	1144	0.7%	No
ZBTB7A		19p13.3	HOMDEL	5	1144	0.4%	Yes
PGGHG		11p15.5	AMP	2	1144	0.2%	No
IFFO1		12p13.31	HOMDEL	6	1144	0.5%	No
ARL4C		2q37.1	HOMDEL	9	1144	0.8%	No
BIVM		13q33.1	AMP	7	1144	0.6%	No
NAF1		4q32.2	HOMDEL	16	1144	1.4%	No
CCDC183		9q34.3	AMP	4	1144	0.3%	No
DICER1-AS1		14q32.13	AMP	10	1144	0.9%	No
PDZD11		Xq13.1	AMP	3	1144	0.3%	No
PCDHA5		5q31.3	AMP	2	1144	0.2%	No
BHMT2		5q14.1	HOMDEL	8	1144	0.7%	No
LINC00293		8q11.1	AMP	31	1144	2.7%	No
VSTM5		11q21	AMP	9	1144	0.8%	No
TMEM98		17q11.2	AMP	7	1144	0.6%	No
ZNF521		18q11.2	AMP	23	1144	2.0%	Yes
ZNRD2-DT		11q13.1	AMP	1	1144	<0.1%	No
HNRNPA2B1		7p15.2	HOMDEL	4	1144	0.3%	Yes
GNL2		1p34.3	AMP	11	1144	1.0%	No
COMMD1		2p15	AMP	33	1144	2.9%	No
CRTC1		19p13.11	HOMDEL	1	1144	<0.1%	Yes
ZNF576		19q13.31	AMP	18	1144	1.6%	No
TP63		3q28	HOMDEL	5	1144	0.4%	Yes
ZNF214		11p15.4	HOMDEL	4	1144	0.3%	No
APTX		9p21.1	AMP	25	1144	2.2%	No
F11-AS1		4q35.2	HOMDEL	42	1144	3.7%	No
FBXL20		17q12	AMP	19	1144	1.7%	No
SHH		7q36.3	HOMDEL	2	1144	0.2%	No
PCOLCE-AS1		7q22.1	AMP	33	1144	2.9%	No
RHOF		12q24.31	HOMDEL	4	1144	0.3%	No
DNAJB1		19p13.12	HOMDEL	1	1144	<0.1%	Yes
SLC27A4		9q34.11	HOMDEL	4	1144	0.3%	No
ANAPC2		9q34.3	AMP	4	1144	0.3%	No
LCNL1		9q34.3	HOMDEL	5	1144	0.4%	No
PRR21		2q37.3	HOMDEL	8	1144	0.7%	No
H3C1		6p22.2	HOMDEL	1	1144	<0.1%	Yes
PKD1L1		7p12.3	AMP	24	1144	2.1%	No
SIDT1		3q13.2	AMP	33	1144	2.9%	No
THEM5		1q21.3	AMP	98	1144	8.6%	No
THTPA		14q11.2	AMP	23	1144	2.0%	No
GTSF1L		20q13.12	AMP	13	1144	1.1%	No
MOGAT2		11q13.5	AMP	23	1144	2.0%	No
ZNF790		19q13.12	HOMDEL	1	1144	<0.1%	No
MUSTN1		3p21.1	HOMDEL	6	1144	0.5%	No
TIMM10B		11p15.4	HOMDEL	4	1144	0.3%	No
GTF2F1		19p13.3	HOMDEL	5	1144	0.4%	No
CCDC80		3q13.2	AMP	33	1144	2.9%	No
H4C16		12p12.3	AMP	9	1144	0.8%	No
SMR3B		4q13.3	HOMDEL	2	1144	0.2%	No
IKBKB		8p11.21	HOMDEL	10	1144	0.9%	Yes
CNOT7		8p22	AMP	1	1144	<0.1%	No
NANP		20p11.21	AMP	12	1144	1.0%	No
CFAP53		18q21.1	HOMDEL	10	1144	0.9%	No
SNORD116-17		15q11.2	HOMDEL	23	1144	2.0%	No
RIIAD1		1q21.3	AMP	97	1144	8.5%	No
CT47A12		Xq24	HOMDEL	1	1144	<0.1%	No
ERLIN1		10q24.31	HOMDEL	5	1144	0.4%	No
SCML2		Xp22.13	HOMDEL	10	1144	0.9%	No
HCRTR1		1p35.2	HOMDEL	1	1144	<0.1%	No
CCDC183-AS1		9q34.3	AMP	4	1144	0.3%	No
KNG1		3q27.3	HOMDEL	4	1144	0.3%	No
CTC1		17p13.1	AMP	2	1144	0.2%	No
ACOT11		1p32.3	AMP	9	1144	0.8%	No
SOSTDC1		7p21.2	AMP	30	1144	2.6%	No
VPS16		20p13	HOMDEL	5	1144	0.4%	No
CISH		3p21.2	HOMDEL	6	1144	0.5%	No
PPP1R18		6p21.33	AMP	16	1144	1.4%	No
RAB3IP		12q15	AMP	44	1144	3.8%	No
PHF8		Xp11.22	HOMDEL	8	1144	0.7%	No
LINC01502		9q34.3	HOMDEL	5	1144	0.4%	No
ZNF737		19p12	AMP	7	1144	0.6%	No
ESRP1		8q22.1	AMP	34	1144	3.0%	No
GEMIN5		5q33.2	AMP	4	1144	0.3%	No
CCDC163		1p34.1	AMP	9	1144	0.8%	No
TPBGL		11q13.4	HOMDEL	2	1144	0.2%	No
PLK4		4q28.1	HOMDEL	4	1144	0.3%	No
TMCO1		1q24.1	HOMDEL	1	1144	<0.1%	No
SCN1A		2q24.3	HOMDEL	1	1144	<0.1%	No
ERP27		12p12.3	AMP	10	1144	0.9%	No
THAP10		15q23	HOMDEL	2	1144	0.2%	No
ALK		2p23.2-p23.1	AMP	6	1144	0.5%	Yes
UBE2Q2P1		15q25.2	AMP	7	1144	0.6%	No
NAALAD2		11q14.3	HOMDEL	3	1144	0.3%	No
SIRT4		12q24.31	HOMDEL	3	1144	0.3%	No
MRPL52		14q11.2	AMP	20	1144	1.7%	No
PPFIBP1		12p11.23-p11.22	HOMDEL	2	1144	0.2%	Yes
NKX6-2		10q26.3	HOMDEL	9	1144	0.8%	No
ISLR		15q24.1	HOMDEL	3	1144	0.3%	No
LRSAM1		9q33.3-q34.11	HOMDEL	3	1144	0.3%	No
SSX2IP		1p22.3	AMP	7	1144	0.6%	No
PSMG4		6p25.2	AMP	11	1144	1.0%	No
RAP1B		12q15	AMP	41	1144	3.6%	No
KRTAP5-6		11p15.5	HOMDEL	5	1144	0.4%	No
HHEX		10q23.33	HOMDEL	4	1144	0.3%	No
TRDN		6q22.31	AMP	6	1144	0.5%	No
KLRK1		12p13.2	HOMDEL	10	1144	0.9%	No
DCAF6		1q24.2	HOMDEL	1	1144	<0.1%	No
CCDC105		19p13.12	AMP	8	1144	0.7%	No
FNDC1		6q25.3	HOMDEL	4	1144	0.3%	No
KDR		4q12	HOMDEL	1	1144	<0.1%	Yes
LINC00943		12q24.32	HOMDEL	5	1144	0.4%	No
GAGE2C		Xp11.23	AMP	9	1144	0.8%	No
KRTAP16-1		17q21.2	HOMDEL	2	1144	0.2%	No
TRIP6		7q22.1	AMP	32	1144	2.8%	No
TOMM70		3q12.2	AMP	35	1144	3.1%	No
CCDC50		3q28	HOMDEL	5	1144	0.4%	No
TBC1D3P5		17q11.2	HOMDEL	1	1144	<0.1%	No
LINC00410		13q31.3	HOMDEL	4	1144	0.3%	No
MYO18B		22q12.1	AMP	9	1144	0.8%	No
APP		21q21.3	HOMDEL	7	1144	0.6%	No
IGSF21		1p36.13	AMP	2	1144	0.2%	No
CX3CR1		3p22.2	HOMDEL	2	1144	0.2%	No
DONSON		21q22.11	HOMDEL	1	1144	<0.1%	No
MESTIT1		7q32.2	HOMDEL	1	1144	<0.1%	No
TNPO2		19p13.13	HOMDEL	5	1144	0.4%	No
KCNJ16		17q24.3	AMP	23	1144	2.0%	No
TDRD10		1q21.3	AMP	88	1144	7.7%	No
CPT2		1p32.3	AMP	12	1144	1.0%	No
RHD		1p36.11	AMP	3	1144	0.3%	No
SPARCL1		4q22.1	AMP	3	1144	0.3%	No
RAP1GAP		1p36.12	AMP	2	1144	0.2%	No
TRIM22		11p15.4	AMP	1	1144	<0.1%	No
PDIA4		7q36.1	AMP	12	1144	1.0%	No
SNHG18		5p15.31	AMP	135	1144	11.8%	No
PJA2		5q21.3	AMP	3	1144	0.3%	No
PXDC1		6p25.2	AMP	11	1144	1.0%	No
LSM10		1p34.3	AMP	6	1144	0.5%	No
COX4I2		20q11.21	AMP	42	1144	3.7%	No
DNAH14		1q42.12	AMP	38	1144	3.3%	No
RAB12		18p11.22	AMP	10	1144	0.9%	No
PLXDC1		17q12	HOMDEL	1	1144	<0.1%	No
TTLL11		9q33.2	HOMDEL	4	1144	0.3%	No
TBC1D26		17p12	AMP	6	1144	0.5%	No
CHEK1		11q24.2	AMP	6	1144	0.5%	Yes
KCNJ15		21q22.13-q22.2	AMP	4	1144	0.3%	No
NECAP2		1p36.13	HOMDEL	4	1144	0.3%	No
PSMB11		14q11.2	AMP	21	1144	1.8%	No
TNFSF11		13q14	HOMDEL	6	1144	0.5%	No
SOX14		3q22.3	AMP	50	1144	4.4%	No
TMEM205		19p13.2	AMP	5	1144	0.4%	No
RHEB		7q36.1	AMP	13	1144	1.1%	Yes
TMEM52B		12p13.2	HOMDEL	9	1144	0.8%	No
COX16		14q24.2	AMP	1	1144	<0.1%	No
PKDREJ		22q13.31	AMP	3	1144	0.3%	No
FZD4-DT		11q14.2	HOMDEL	4	1144	0.3%	No
ACVR2B-AS1		3p22.2	AMP	1	1144	<0.1%	No
PRDM4		12q23.3	HOMDEL	3	1144	0.3%	No
NRN1L		16q22.1	AMP	4	1144	0.3%	No
GAD2		10p12.1	AMP	6	1144	0.5%	No
RNF14		5q31.3	AMP	2	1144	0.2%	No
MBTPS1		16q23.3-q24.1	HOMDEL	12	1144	1.0%	No
ZNF598		16p13.3	AMP	5	1144	0.4%	No
FRG2EP		20q11.1	AMP	1	1144	<0.1%	No
PNMA6A		Xq28	AMP	30	1144	2.6%	No
EYA2		20q13.12	HOMDEL	1	1144	<0.1%	No
CPT1A		11q13.3	AMP	42	1144	3.7%	No
TFG		3q12.2	AMP	34	1144	3.0%	Yes
TTC39C		18q11.2	HOMDEL	3	1144	0.3%	No
SRPX		Xp11.4	AMP	4	1144	0.3%	No
DDC		7p12.2-p12.1	HOMDEL	3	1144	0.3%	No
GNPNAT1		14q22.1	HOMDEL	1	1144	<0.1%	No
KBTBD13		15q22.31	HOMDEL	2	1144	0.2%	No
CCL26		7q11.23	AMP	11	1144	1.0%	No
CC2D1B		1p32.3	AMP	8	1144	0.7%	No
PDCD6IPP2		15q13.1	AMP	1	1144	<0.1%	No
LINC00899		22q13.31	AMP	5	1144	0.4%	No
AKR1B1		7q33	HOMDEL	1	1144	<0.1%	No
SETDB1		1q21.3	AMP	103	1144	9.0%	Yes
NFE2L3		7p15.2	AMP	23	1144	2.0%	No
BANF2		20p12.1	AMP	6	1144	0.5%	No
LCN10		9q34.3	HOMDEL	4	1144	0.3%	No
TOX2		20q13.12	AMP	12	1144	1.0%	No
COMMD1		2p15	HOMDEL	1	1144	<0.1%	No
THBS2		6q27	HOMDEL	8	1144	0.7%	No
CPT1B		22q13.33	AMP	5	1144	0.4%	No
KIFC3		16q21	HOMDEL	3	1144	0.3%	No
PRSS23		11q14.2	HOMDEL	3	1144	0.3%	No
ZFP91-CNTF		11q12.1	AMP	2	1144	0.2%	No
DLGAP1-AS3		18p11.31	AMP	23	1144	2.0%	No
SPOP		17q21.33	AMP	5	1144	0.4%	Yes
KCNJ14		19q13.33	AMP	2	1144	0.2%	No
ABCA10		17q24.3	AMP	19	1144	1.7%	No
LINC00311		16q24.1	HOMDEL	13	1144	1.1%	No
CACNA1C-AS1		12p13.33	AMP	27	1144	2.4%	No
ULK1		12q24.33	AMP	4	1144	0.3%	No
TEX47		7q21.13	AMP	21	1144	1.8%	No
NAIF1		9q34.11	HOMDEL	5	1144	0.4%	No
OR4K1		14q11.2	HOMDEL	2	1144	0.2%	No
RPS5		19q13.43	HOMDEL	4	1144	0.3%	No
CEP19		3q29	HOMDEL	9	1144	0.8%	No
CXORF38		Xp11.4	AMP	4	1144	0.3%	No
GABRR2		6q15	AMP	3	1144	0.3%	No
ZBTB46		20q13.33	HOMDEL	1	1144	<0.1%	No
TANGO2		22q11.21	HOMDEL	3	1144	0.3%	No
ZNF474		5q23.2	HOMDEL	8	1144	0.7%	No
CFAP74		1p36.33	HOMDEL	6	1144	0.5%	No
PRR15L		17q21.32	AMP	4	1144	0.3%	No
AJUBA		14q11.2	AMP	20	1144	1.7%	Yes
FGF14		13q33.1	HOMDEL	5	1144	0.4%	Yes
TAGLN2		1q23.2	AMP	79	1144	6.9%	No
SEC23B		20p11.23	HOMDEL	5	1144	0.4%	No
ANKRD33B		5p15.2	HOMDEL	1	1144	<0.1%	No
GAD1		2q31.1	AMP	9	1144	0.8%	No
VPS9D1		16q24.3	AMP	1	1144	<0.1%	No
SPOCD1		1p35.2	AMP	4	1144	0.3%	No
KCNAB1		3q25.31	HOMDEL	1	1144	<0.1%	No
PPP4R3A		14q32.12	HOMDEL	4	1144	0.3%	No
C8ORF44		8q13.1	HOMDEL	2	1144	0.2%	No
ICE2		15q22.2	HOMDEL	5	1144	0.4%	No
DUSP14		17q12	HOMDEL	1	1144	<0.1%	No
TRABD2B		1p33	HOMDEL	2	1144	0.2%	No
RBM42		19q13.12	AMP	62	1144	5.4%	No
CPS1		2q34	AMP	6	1144	0.5%	Yes
ADCY5		3q21.1	HOMDEL	1	1144	<0.1%	No
SORBS2		4q35.1	HOMDEL	38	1144	3.3%	No
ABCA7		19p13.3	AMP	5	1144	0.4%	No
ZSWIM3		20q13.12	AMP	13	1144	1.1%	No
PIGU		20q11.22	HOMDEL	1	1144	<0.1%	No
RPSA		3p22.1	HOMDEL	2	1144	0.2%	No
SLC5A10		17p11.2	AMP	8	1144	0.7%	No
PROSER2-AS1		10p14	HOMDEL	6	1144	0.5%	No
ZNF674-AS1		Xp11.3	HOMDEL	8	1144	0.7%	No
OR6B3		2q37.3	AMP	5	1144	0.4%	No
PEF1		1p35.2	AMP	4	1144	0.3%	No
ALKBH6		19q13.12	AMP	56	1144	4.9%	No
PLXNB1		3p21.31	HOMDEL	4	1144	0.3%	No
NFATC3		16q22.1	HOMDEL	1	1144	<0.1%	No
OR2S2		9p13.3	HOMDEL	2	1144	0.2%	No
HAPLN1		5q14.3	HOMDEL	7	1144	0.6%	No
CENPO		2p23.3	AMP	5	1144	0.4%	No
CPN2		3q29	AMP	172	1144	15.0%	No
H4C15		1q21.2	AMP	40	1144	3.5%	No
UXT		Xp11.23	AMP	11	1144	1.0%	No
WFDC10A		20q13.12	AMP	12	1144	1.0%	No
NHLRC3		13q13.3	HOMDEL	4	1144	0.3%	No
CCDC174		3p25.1	AMP	1	1144	<0.1%	No
LRIF1		1p13.3	HOMDEL	12	1144	1.0%	No
ZNF705B		8p23.1	AMP	3	1144	0.3%	No
OR6A2		11p15.4	HOMDEL	5	1144	0.4%	No
TRUB2		9q34.11	HOMDEL	4	1144	0.3%	No
SLC5A9		1p33	AMP	5	1144	0.4%	No
CARTPT		5q13.2	AMP	2	1144	0.2%	No
BRME1		19p13.12	AMP	9	1144	0.8%	No
ASPM		1q31.3	AMP	36	1144	3.1%	No
RASSF8		12p12.1	HOMDEL	1	1144	<0.1%	No
SHE		1q21.3	AMP	88	1144	7.7%	No
CPOX		3q11.2	AMP	36	1144	3.1%	No
ZFYVE26		14q24.1	HOMDEL	2	1144	0.2%	No
INTS4		11q14.1	HOMDEL	2	1144	0.2%	No
C8ORF34		8q13.2	HOMDEL	2	1144	0.2%	No
LCE3A		1q21.3	AMP	94	1144	8.2%	No
INF2		14q32.33	AMP	19	1144	1.7%	No
KCNJ13		2q37.1	AMP	2	1144	0.2%	No
LRIG2		1p13.2	AMP	2	1144	0.2%	No
CHD2		15q26.1	AMP	14	1144	1.2%	Yes
DEFB124		20q11.21	HOMDEL	1	1144	<0.1%	No
TRIM42		3q23	HOMDEL	1	1144	<0.1%	No
VHL		3p25.3	HOMDEL	3	1144	0.3%	Yes
ZNF699		19p13.2	AMP	3	1144	0.3%	No
FKBP1A-SDCBP2		20p13	HOMDEL	6	1144	0.5%	No
EDEM1		3p26.1	HOMDEL	6	1144	0.5%	No
ZNF492		19p12	HOMDEL	8	1144	0.7%	No
PCSK1N		Xp11.23	HOMDEL	7	1144	0.6%	No
RALGDS		9q34.13-q34.2	AMP	2	1144	0.2%	Yes
TFF2		21q22.3	HOMDEL	6	1144	0.5%	No
SLC7A13		8q21.3	AMP	39	1144	3.4%	No
MFSD6		2q32.2	HOMDEL	1	1144	<0.1%	No
FAM227B		15q21.2	HOMDEL	7	1144	0.6%	No
FRMD3		9q21.32	HOMDEL	4	1144	0.3%	No
FOXE1		9q22.33	AMP	4	1144	0.3%	No
HERC2P4		16p11.2	HOMDEL	1	1144	<0.1%	No
EIF3B		7p22.3	AMP	30	1144	2.6%	No
CNTN3		3p12.3	AMP	1	1144	<0.1%	No
NDUFA7		19p13.2	AMP	2	1144	0.2%	No
LINC00461		5q14.3	HOMDEL	8	1144	0.7%	No
STXBP1		9q34.11	HOMDEL	3	1144	0.3%	No
OGDH		7p13	AMP	20	1144	1.7%	No
ETS1		11q24.3	HOMDEL	14	1144	1.2%	Yes
ZFHX4-AS1		8q21.13	AMP	41	1144	3.6%	No
MTSS2		16q22.1	AMP	2	1144	0.2%	No
SIRPB2		20p13	HOMDEL	6	1144	0.5%	No
LCE2D		1q21.3	AMP	95	1144	8.3%	No
FRG2B		10q26.3	HOMDEL	11	1144	1.0%	No
CHD3		17p13.1	AMP	1	1144	<0.1%	No
KCNJ12		17p11.2	AMP	11	1144	1.0%	No
RAN		12q24.33	AMP	3	1144	0.3%	No
CORO2A		9q22.33	AMP	3	1144	0.3%	No
JMY		5q14.1	AMP	1	1144	<0.1%	No
LINC03027		10p12.2	HOMDEL	2	1144	0.2%	No
RAB37		17q25.1	AMP	22	1144	1.9%	No
FOXM1		12p13.33	AMP	27	1144	2.4%	No
REG3A		2p12	AMP	3	1144	0.3%	No
CDRT15P1		17p12	HOMDEL	16	1144	1.4%	No
PTENP1		9p13.3	HOMDEL	2	1144	0.2%	No
NYAP1		7q22.1	AMP	35	1144	3.1%	No
RGS7		1q43	AMP	47	1144	4.1%	No
EIF3A		10q26.11	AMP	3	1144	0.3%	No
NDUFA6		22q13.2	AMP	4	1144	0.3%	No
TCP10L		21q22.11	HOMDEL	1	1144	<0.1%	No
POLR1E		9p13.2	AMP	18	1144	1.6%	No
SUPT20H		13q13.3	HOMDEL	2	1144	0.2%	No
OR9G9		11q11 alternate reference locus	AMP	1	1144	<0.1%	No
KCNJ11		11p15.1	AMP	6	1144	0.5%	No
RTN4RL2		11q12.1	AMP	2	1144	0.2%	No
LCE3C		1q21.3	AMP	93	1144	8.1%	No
RCC1		1p35.3	AMP	2	1144	0.2%	No
RANBP1		22q11.21	AMP	17	1144	1.5%	No
WEE1		11p15.4	AMP	1	1144	<0.1%	No
MED24		17q21.1	AMP	18	1144	1.6%	No
FAM222A-AS1		12q24.11	HOMDEL	3	1144	0.3%	No
CBY3		5q35.3	AMP	11	1144	1.0%	No
MVB12B		9q33.3	AMP	2	1144	0.2%	No
CARD8-AS1		19q13.33	AMP	2	1144	0.2%	No
GABRP		5q35.1	AMP	14	1144	1.2%	No
PAPPA		9q33.1	AMP	3	1144	0.3%	No
FOXJ1		17q25.1	AMP	22	1144	1.9%	No
CLOCK		4q12	HOMDEL	1	1144	<0.1%	No
RGS10		10q26.11	AMP	3	1144	0.3%	No
EIF3D		22q12.3	AMP	7	1144	0.6%	No
CCDC65		12q13.12	HOMDEL	1	1144	<0.1%	No
SNX10		7p15.2	HOMDEL	4	1144	0.3%	No
SUDS3		12q24.23	AMP	2	1144	0.2%	No
CADPS2		7q31.32	HOMDEL	4	1144	0.3%	No
ADGRL1-AS1		19p13.12	AMP	8	1144	0.7%	No
CHD1		5q15-q21.1	AMP	2	1144	0.2%	No
PSMD6		3p14.1	AMP	3	1144	0.3%	No
KCNJ10		1q23.2	AMP	79	1144	6.9%	No
LCE3B		1q21.3	AMP	93	1144	8.1%	No
TRH		3q22.1	AMP	34	1144	3.0%	No
WFS1		4p16.1	AMP	5	1144	0.4%	No
NDFIP2		13q31.1	HOMDEL	8	1144	0.7%	No
EXD2		14q24.1	HOMDEL	3	1144	0.3%	No
GRK5		10q26.11	HOMDEL	2	1144	0.2%	No
RANBP2		2q13	AMP	7	1144	0.6%	Yes
LAMA1		18p11.31	AMP	10	1144	0.9%	No
CASP7		10q25.3	HOMDEL	2	1144	0.2%	No
GABRR1		6q15	AMP	3	1144	0.3%	No
FOXC2		16q24.1	AMP	1	1144	<0.1%	No
RGS12		4p16.3	AMP	4	1144	0.3%	No
EIF3C		16p11.2	AMP	8	1144	0.7%	No
TIPIN		15q22.31	HOMDEL	1	1144	<0.1%	No
PRSS37		7q34	AMP	10	1144	0.9%	No
HSD11B1L		19p13.3	AMP	1	1144	<0.1%	No
CPM		12q15	AMP	45	1144	3.9%	No
LINC01193		15q11.2	HOMDEL	21	1144	1.8%	No
TPT1		13q14.13	HOMDEL	6	1144	0.5%	No
KCNJ9		1q23.2	AMP	80	1144	7.0%	No
TRHR		8q23.1	AMP	40	1144	3.5%	No
FOXL1		16q24.1	AMP	1	1144	<0.1%	No
TTC31		2p13.1	AMP	9	1144	0.8%	No
FGF21		19q13.33	AMP	2	1144	0.2%	No
SYTL1		1p36.11	AMP	3	1144	0.3%	No
ZNF343		20p13	HOMDEL	5	1144	0.4%	No
GABRG2		5q34	AMP	5	1144	0.4%	No
RFK		9q21.13	HOMDEL	8	1144	0.7%	No
RGS13		1q31.2	AMP	35	1144	3.1%	No
EIF3G		19p13.2	AMP	3	1144	0.3%	No
KCNMB3		3q26.32	HOMDEL	3	1144	0.3%	No
GIPC3		19p13.3	HOMDEL	6	1144	0.5%	No
SERPINB9P1		6p25.2	AMP	13	1144	1.1%	No
CD44		11p13	HOMDEL	1	1144	<0.1%	No
CYTOR		2p11.2	HOMDEL	1	1144	<0.1%	No
LCE3E		1q21.3	AMP	93	1144	8.1%	No
CHAT		10q11.23	AMP	4	1144	0.3%	No
CPN1		10q24.2	AMP	2	1144	0.2%	No
DDB2		11p11.2	HOMDEL	1	1144	<0.1%	Yes
SNORD103B		1p35.2	HOMDEL	1	1144	<0.1%	No
FOXE3		1p33	AMP	6	1144	0.5%	No
MAGI2		7q21.11	AMP	11	1144	1.0%	No
RANGAP1		22q13.2	AMP	2	1144	0.2%	No
NSD2		4p16.3	AMP	5	1144	0.4%	Yes
CIAO3		16p13.3	AMP	7	1144	0.6%	No
CYB561D1		1p13.3	HOMDEL	10	1144	0.9%	No
ORM2		9q32	HOMDEL	3	1144	0.3%	No
